Insumo   ;Embalagem  ;Descricao  ;Quantidade ;Valor;Preco Medio;Ultimo Preco
927;UM        ;FRALDA DESCARTAVEL INFANTIL MEDIA                                                         ;1800;810;0,45;0,45
928;UM        ;FRALDA DESCARTAVEL INFANTIL PEQUENA                                                       ;34980;13642,2;0,39;0,39
930;UM        ;FRASCO DESCARTAVEL PARA DIETA ENTERAL 300ML                                               ;0;0;0;1
931;UM        ;FRASCO DESCARTAVEL PARA DIETA ENTERAL 500ML                                               ;0;0;0;0,71
933;UM        ;COLETOR SECRECOES DE VIAS AERIAS(BRONQUINHO) 40ML                                         ;0;0;0;9,88
934;UM        ;COLETOR DE URINA 24 HORAS 2000ML TIPO FRASCO COM TAMPA                                    ;2486;10730,04;4,316186;4,32
988;UM        ;CATETER TEMPORARIO BIPOLAR, ELETRODO DE ACO INOXIDAVEL, 6FR X 110 CM, 6CM C/ AGULHA       ;0;0;0;629,47
1000;UM        ;CATETER DIAGNOSTICO PERFORMA VERTEBRAL 5F 100CM 038                                       ;0;0;0;117,27
1001;UM        ;CATETER BALAO NC TREK RX 4.50X15MM BDC                                                    ;0;0;0;371,04
1002;UM        ;CATETER BALAO NC TREK RX 2.50X12MM BDC                                                    ;0;0;0;371,04
1003;UM        ;LACO DE CAPTURA CATETER ENDOVASCULAS EN SNARE MINI 120CM DIAMETRO DO LACO 12MM-20MM       ;0;0;0;1658,33
1004;UM        ;EXCHELON 10 MICRO CATETER                                                                 ;0;0;0;1171,34
1005;UM        ;(HEMO/NEURO) EXCHELON 10 PONTA 45 MICRO CATETER                                           ;69;10212;148;148
1006;UM        ;(HEMO/NEURO)MICRO CATETER ECHELON 14 PONTA 45 0.14X150CM                                  ;0;0;0;1468,5
1007;UM        ;EXCHELON 14 PONTA 45 MICRO CATETER                                                        ;0;0;0;1171,34
1008;UM        ;MICROCATETER MARATHON SEM ESTILETE                                                        ;0;0;0;1301,02
1009;UM        ;MOLA DESTACAVEL AXIUM HELIX 20X50                                                         ;0;0;0;1310,85
1010;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX/ APB-2-1-HX-ES                                          ;0;0;0;1310,85
1011;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX/ APB-3-8-HX-ES                                          ;0;0;0;1310,85
1012;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX/ APB-2-3-HX-ES                                          ;0;0;0;1310,85
1013;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX/ APB-2-2-HX-ES                                          ;0;0;0;1310,85
1014;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX/ APB-3-6-HX-ES                                          ;0;0;0;1310,85
1015;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX/ APB-2-6-HX-ES                                          ;0;0;0;1310,85
1016;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX 1,5X2/APB-1-5-2-HX-ES                                   ;0;0;0;1310,85
1017;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX 1,5X3/APB-1-5-3-HX-ES                                   ;0;0;0;1310,85
1018;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX 1,5X4/APB-1-5-4-HX-ES                                   ;0;0;0;1310,85
1019;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX 2,5X4/APB-2-5-4-HX-ES                                   ;0;0;0;1310,85
1020;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX 2,5X8/APB-2-5-8-HX-ES                                   ;0;0;0;1310,85
1021;UM        ;MOLA DESTACAVEL AXIUM PRIME ES HX 3/APB-3-10-HX-ES                                        ;0;0;0;1310,85
1022;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D/APB-2-2-3D-ES                                           ;0;0;0;1310,85
1023;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D/APB-3-6-3D-ES                                           ;0;0;0;1310,85
1024;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D/APB-3-4-3D-ES                                           ;0;0;0;1310,85
1025;UM        ;(ESPEC.)MOLA DESTACAVEL AXIUM PRIME ES 3D/APB-3-8-3D-ES                                   ;0;0;0;1310,85
1026;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D/APB-2-4-3D-ES                                           ;0;0;0;1310,85
1027;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 1.5X2/APB-1-5-2-3D-ES                                   ;0;0;0;1310,85
1028;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 1.5X3/APB-1-5-3-3D-ES                                   ;0;0;0;1310,85
1029;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 1.5X4/APB-1-5-4-3D-ES                                   ;0;0;0;1310,85
1030;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 2/APB-2-3-3D-ES                                         ;0;0;0;1310,85
1031;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 2.5X4/APB-2-5-4-3D-ES                                   ;0;0;0;1310,85
1032;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 3/APB-3-5-8-3D-ES                                       ;0;0;0;1310,85
1033;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 3.5X6/APB-3-5-6-3D-ES                                   ;0;0;0;1310,85
1034;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 4.X6 /APB-4-6-3D-SS                                     ;0;0;0;1310,85
1035;UM        ;MOLA DESTACAVEL AXIUM PRIME ES 3D 4.X8 /APB-4-8-3D-SS                                     ;0;0;0;1310,85
1037;RL.       ;MOLA DESTACAVEL AXIUM PRIME ES 3D 5.X10/APB-5-10-3D-SS                                    ;0;0;0;1310,85
1038;RL.       ;MOLA DESTACAVEL AXIUM PRIME ES 3D 5.X15/APB-5-15-3D-SS                                    ;0;0;0;1310,85
1039;RL.       ;MOLA DESTACAVEL AXIUM PRIME ES 3D 20X50/QC-20-50-3D                                       ;0;0;0;1310,85
1040;RL.       ;MOLA DESTACAVEL AXIUM PRIME ES 3D 25X50/QC-25-50-3D                                       ;0;0;0;1310,85
1041;UMA       ;INTEGRADOR QUIMICO - PARA CONTROLE DE ESTERILIZACAO A VAPOR SATURADO SOB PRESSAO          ;0;0;0;0
1042;UMA       ;STENT CAROTIDA ACCULINK 8X40                                                              ;0;0;0;1973,47
1043;UMA       ;FILTRO PRO.EMBOSHIELD NA V6.PQ.190                                                        ;0;0;0;2787,05
1044;UMA       ;MOLA DESTACAVEL AXIUM HELIX 10X20                                                         ;0;0;0;1310,85
1045;UMA       ;MOLA DESTACAVEL AXIUM HELIX 7X20                                                          ;0;0;0;1310,85
1046;UMA       ;MOLA DESTACAVEL AXIUM HELIX 8X30                                                          ;0;0;0;1310,85
1047;UMA       ;MOLA DESTACAVEL AXIUM HELIX 9X30                                                          ;0;0;0;1310,85
1048;UMA       ;MOLA DESTACAVEL AXIUM HELIX 5X15                                                          ;0;0;0;1310,85
1049;UMA       ;MOLA DESTACAVEL AXIUM HELIX 6X12                                                          ;0;0;0;1310,85
1050;UMA       ;MOLA DESTACAVEL AXIUM HELIX 3D 10X20                                                      ;0;0;0;1310,85
1051;UMA       ;MOLA DESTACAVEL AXIUM HELIX 3D 12X30                                                      ;0;0;0;1310,85
1052;UM        ;(ESPEC.)MOLA DESTACAVEL AXIUM 3D 9X20/QC-9-20-3D                                          ;0;0;0;1310,85
1053;UMA       ;MOLA DESTACAVEL AXIUM HELIX 3D 18X40                                                      ;0;0;0;1310,85
1054;UMA       ;MOLA DESTACAVEL AXIUM HELIX 3D 22X50                                                      ;0;0;0;1310,85
1055;UMA       ;MOLA DESTACAVEL AXIUM HELIX 3D 7X15                                                       ;0;0;0;1310,85
1056;FR.       ;MOLA DESTACAVEL AXIUM HELIX 3D 8X20                                                       ;0;0;0;1310,85
1057;FR.       ;MOLA DESTACAVEL AXIUM HELIX 3D 9X20                                                       ;0;0;0;1310,85
1058;FR.       ;MOLA PERIFERICA CONCERTO 10X30                                                            ;0;0;0;1310,85
1059;FR.       ;MOLA PERIFERICA CONCERTO 12X30                                                            ;0;0;0;1310,85
1060;FR.       ;MOLA PERIFERICA CONCERTO 14X30                                                            ;0;0;0;1310,85
1061;FR.       ;MOLA PERIFERICA CONCERTO 16X40                                                            ;0;0;0;1310,85
1062;FR.       ;MOLA PERIFERICA CONCERTO 18X40                                                            ;0;0;0;1310,85
1064;UMA       ;MOLA PERIFERICA CONCERTO 20X50                                                            ;0;0;0;1310,85
1065;UMA       ;MOLA PERIFERICA CONCERTO 5X15                                                             ;0;0;0;1310,85
1066;KIT       ;KIT PARA DRENAGEM DE TORAX N.20 C/FRASCO 2000ML                                           ;0;0;0;27,31
1067;KIT       ;MOLA PERIFERICA CONCERTO 7X30                                                             ;0;0;0;1310,85
1068;KIT       ;MOLA PERIFERICA CONCERTO 8X30                                                             ;0;0;0;1310,85
1069;KIT       ;MOLA PERIFERICA CONCERTO 9X30                                                             ;0;0;0;1310,85
1070;KIT       ;CAT DIAG BIOTEG COBRA 1-5F-80CM/BT-AC5-C1                                                 ;0;0;0;126,07
1071;KIT       ;EXCHELON 10 PONTA 90 MICRO CATETER                                                        ;0;0;0;1171,34
1072;KIT       ;INTRODUTOR FEMORAL 9CM 4F                                                                 ;0;0;0;81,22
1073;KIT       ;CATETER RADIOGRAFICO PIGTAIL 5F                                                           ;0;0;0;117,15
1074;KIT       ;GUIA SCW 0.035X260CM J PTFE                                                               ;0;0;0;80,11
1076;UM        ;(ESPEC.)MOLA DESTACAVEL AXIUM HELIX 3X4/QC-3-4-HELIX                                      ;0;0;0;1310,85
1079;UM        ;SISTEMA DE DRENAGEM DE TORAX USO UNICO,P/RECEM NASCIDO                                    ;0;0;0;341,04
1080;KIT       ;KIT PARA DRENAGEM DE TORAX N.10 C/FRASCO 2000ML                                           ;0;0;0;32,08
1081;KIT       ;KIT PARA DRENAGEM DE TORAX N.12 C/FRASCO 2000ML                                           ;0;0;0;28,06
1083;KIT       ;KIT PARA DRENAGEM DE TORAX N.14 C/FRASCO 2000ML                                           ;0;0;0;28,13
1084;KIT       ;KIT PARA DRENAGEM DE TORAX N.16 C/FRASCO 2000ML                                           ;0;0;0;27,75
1085;KIT       ;KIT PARA DRENAGEM DE TORAX N.22 C/FRASCO 2000ML                                           ;0;0;0;27,72
1086;KIT       ;KIT PARA DRENAGEM DE TORAX N.24 C/FRASCO 2000ML                                           ;0;0;0;27,72
1087;KIT       ;KIT PARA DRENAGEM DE TORAX N.26 C/FRASCO 2000ML                                           ;0;0;0;27,87
1088;KIT       ;KIT PARA DRENAGEM DE TORAX N.28 C/FRASCO 2000ML                                           ;0;0;0;28,12
1089;KIT       ;KIT PARA DRENAGEM DE TORAX N.30 C/FRASCO 2000ML                                           ;51;1371,39;26,89;26,89
1090;KIT       ;KIT PARA DRENAGEM DE TORAX N.32 C/FRASCO 1000ML                                           ;0;0;0;20,83
1091;KIT       ;KIT PARA DRENAGEM DE TORAX N.34 C/FRASCO 1000ML                                           ;0;0;0;20,83
1092;KIT       ;KIT PARA DRENAGEM DE TORAX N.36 C/FRASCO 2000ML                                           ;0;0;0;25,99
1093;KIT       ;KIT PARA DRENAGEM DE TORAX N.38 C/FRASCO 2000ML                                           ;0;0;0;26,19
1094;KIT       ;KIT PARA DRENAGEM DE TORAX N.40 C/FRASCO 1000ML                                           ;0;0;0;19,53
1095;KIT       ;KIT PARA DRENAGEM DE TORAX N.42                                                           ;30;18216,3;607,21;607,21
1099;KIT       ;TUBO PARA GASTRONOMIA AO NIVEL DA PELE TIPO BUTTON BALONADO -AA7143F07                    ;0;0;0;850
1100;KIT       ;SONDA PARA GASTROSTOMIA 22-2.5 (MIC-KEY)                                                  ;0;0;0;850
1101;KIT       ;COMPONENTE GLENOIDAL                                                                      ;0;0;0;178,35
1102;KIT       ;COMPONENTE CEFALICO                                                                       ;0;0;0;342,44
1103;KIT       ;COMPONENTE UMERAL CIMENTADOFISCAO BIOLOGIA                                                ;0;0;0;637,43
1104;UM        ;(ESPEC)SM-SYSTEN ETRINSA 8 DR-T PROMRI.MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA DUPL;0;0;0;5000
1105;UMA       ;LAMINA DE BISTURI DESCARTAVEL N.12                                                        ;17100;5130;0,3;0,3
1106;UMA       ;LAMINA DE BISTURI DESCARTAVEL N.15                                                        ;54900;22035,007;0,401366;0,36
1107;UMA       ;LAMINA DE BISTURI DESCARTAVEL N.22                                                        ;2600;4402;1,693076;2,09
1108;UMA       ;LAMINA DE BISTURI DESCARTAVEL N.23                                                        ;4500;900;0,2;0,2
1109;UMA       ;LAMINA DE BISTURI DESCARTAVEL N.24                                                        ;2600;572;0,22;0,22
1110;UMA       ;LAMINA DE BISTURI DESCARTAVEL N.21                                                        ;30900;10815;0,35;0,35
1111;UM        ;(ESPEC)PM-SYST. EVITY 6 DR-T.MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA DUPLA         ;0;0;0;5000
1112;UM        ;(ESPEC)SACO ESTERIL P/ ACONDICIONAMENTO DE ORGAOS 50CM X 70CM                             ;0;0;0;10,08
1113;UM        ;(ESPEC)INTRODUTOR LONGO 16F                                                               ;0;0;0;1400
1114;UM        ;(NEFRO)ULTRA FILTRO-FEIXE DE FIBRAS OCAS P/RESISTIR A PRESSOES DE 1,5KG F/CM2             ;0;0;0;400
1115;UM        ;(ESPEC)CATETER BALAO DE LATEX OU POLIURETANO COMPLACENTE P/ ACOMODACAO DE ENDOPROTESE 46MM;0;0;0;879,98
1116;UM        ;(ESPEC)TUBO CONECTOR DE BP ESPIRALADO P/ SERINGAS VAZIAS DE BOMBAS INJETORAS DE 200ML     ;0;0;0;5,2
1117;UM        ;(ESPEC)MICROCATETER NEUROLOGICO, TIPO FLUXO DIRIGIDO 150 A 170CM                          ;0;0;0;1171,03
1118;UM        ;(ESPEC)MICROMOLAS ESPIRAIS, TAMANHOS VARIADOS, CALIBRES 0,10 E 0,18 ESTERIL, DESCARTAVEL  ;0;0;0;1310,85
1119;CX.       ;(ESPEC)NAVALHA DESC. P/ MICROTOMO 80MM X 14MM X 0,35MM ACO INOX TEFLONADO ALTO PERFIL     ;0;0;0;152,88
1120;KIT       ;(ESPEC)CONJUNTO DE CORANTE PANOTICO PARA HEMATOLOGIA. RAGENTES: PANOTICO RAPIDO 1: TRIARIL;0;0;0;42
1121;UM        ;(ESPEC)STENT VENOSO AUTO EXPANSIVEL 16 X 40MM                                             ;0;0;0;21000
1122;UM        ;(ESPEC)EMBALAGEM TIPO TYVEK ROLO DE 100MM X 70M                                           ;0;0;0;208,33
1123;UM        ;(ESPEC)EMBALAGEM TIPO TYVEK ROLO DE 150MM X 70M                                           ;0;0;0;277,77
1124;UM        ;(ESPEC)EMBALAGEM TIPO TYVEK ROLO DE 200MM X 70M                                           ;0;0;0;395,83
1125;UM        ;(ESPEC)EMBALAGEM TIPO TYVEK ROLO DE 250MM X 70M                                           ;0;0;0;479,16
1126;UM        ;(ESPEC)EMBALAGEM TIPO TYVEK ROLO DE 350MM X 70M                                           ;0;0;0;666,66
1127;UM        ;(ESPEC)STENT REVESTIDO VIABAHN (ENDOPROTESE) 10MM X 10CM X 120CM 11FR                     ;0;0;0;35000
1128;UM        ;(ESPEC)ESCOVA PARA LIMPEZA DE INSTRUMENTAIS C/ LUMEN (CANULADOS) 450 X 15 X 2MM           ;0;0;0;48,37
1129;UM        ;(ESPEC)ESCOVA PARA LIMPEZA DE INSTRUMENTAIS C/ LUMEN (CANULADOS) 450 X 25 X 3MM           ;0;0;0;48,35
1130;UM        ;(ESPEC)ESCOVA PARA LIMPEZA DE INSTRUMENTAIS C/ LUMEN (CANULADOS) 300 X 45 X 10MM          ;0;0;0;46,23
1131;UM        ;(CPRE)STENT METALICO BILIAR 8MM X 80MM (COD.7046)                                         ;0;0;0;4166,66
1132;UM        ;(CPRE)STENT METALICO BILIAR 10MM X 40MM (COD.7047)                                        ;0;0;0;3623,26
1133;UM        ;(CPRE)STENT METALICO BILIAR 10MM X 60MM (COD.7048)                                        ;0;0;0;3623,26
1134;UM        ;(CPRE)STENT METALICO BILIAR 10MM X 80MM (COD.7049)                                        ;0;0;0;3623,26
1135;UM        ;(ESPEC)CATETER DE TOMOGRAFIA DE COERENCIA OPTICA                                          ;0;0;0;4900
1136;UM        ;(ESPEC)ESCOVA PARA LIMPEZA DE INSTRUMENTAIS C/ LUMEN (CANULADOS) 450 X 20 X 5MM           ;0;0;0;48,69
1137;UM        ;(COLOS) PLACA PARA BOLSA INFANTIL REF 125016 COM FLANGE DE 32MM.                          ;530;5787,6;10,92;10,92
1138;UM        ;(ESPEC)FIO GUIA HI-TORQUE  CROSS-IT 200XT PONTA  J3, 0,014X190CM REF:1003312HJ.           ;0;0;0;130
1139;UM        ;(ESPEC)FIO GUIA METALICO PARA ARTERIAS CORONARIAS 0,014 190(+/-5)CM EXTRA-SUPORTE         ;0;0;0;130
1140;UM        ;(ESPEC)FIO GUIA METALICO PARA OCLUSAO CRONICA DE CORONARIA 0,014 190(+/-5) C/AFILAMENTO DA;0;0;0;160
1141;UM        ;(ESPEC)CATETER PARA ANGIOGRAFIA CORONARIANA JL 5,0CM 5F 100 A 125CM. PONTA ATRAUMATICA E R;0;0;0;76,69
1142;UM        ;(ESPEC)KIT INSUFLADOR P/ ANGIOPLASTIA C/ RESERVATORIO DE 20ML 25 A 30ATM                  ;0;0;0;153
1143;UM        ;(ESPEC)KIT DE ESTIMULACAO CEREBRAL PROFUNDA COMPATIVEL COM EQUIPAMENTO DE RADIOFREQUENCIA ;0;0;0;33250
1144;UM        ;(ESPEC)BAINHA INTRODUTORA MULLINS 12X085CM (12F)                                          ;0;0;0;3500
1145;UM        ;(ESPEC)FIO GUIA TEFLONADO AMPLAZ ROSEN 0,035 X 260CM PONTA DE 1,5MM.                      ;0;0;0;390
